Sample.ID,Plant.ID,SpCode,LatinName,Layer,Life.Form,Harvest.Date,Processing.Date,Site,GPS.lat,GPS.long,Canopy,Rocks,Slope,Humus.depth,Reprod.stage,Veg.Ht,Reprod.Ht,Root.Loca,Min.Root.Loca,Max.Root.Loca,Storage.Organ,Nb.leaves,Nb.leaflets,Leaf.tot.area(cm2),Leaf.tot.wet.weight(g),Leaf.tot.dry.weight(g),Petiol.wet.weight(g),Petiol.dry.weight(g),Support.dry.weight(g),Reprod.dry.weight(g),Storage.dry.weight(g),Total.dry.weight(g),Lamina.thck(?m),Vein.thck(?m),LMA(g/cm2),LDMC(g/g),Leaf.Area(cm2),Leaf.Mass.Frac,Supp.Mass.Frac,Rep.Mass.Frac,Stor.Mass.Frac,Fine.Root.Diam(mm),SRL(cm/mg),Myc.Frac(sp.average),Note,
502,BEAL11,BEAL,Betula_alleghaniensis,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapM,NA,flat,NA,0,NA,NA,NA,NA,NA,none,20,NA,882.8,7.7,2.76,0.47,0.148,2.52,0,NA,5.428,87.17,432.11,0.0033,0.356,44.14,0.54,0.46,0,NA,NA,NA,NA,,
503,BEAL12,BEAL,Betula_alleghaniensis,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapM,NA,flat,NA,0,NA,NA,NA,NA,NA,none,54,NA,1264.6,9.38,3.03,0.638,0.182,3.17,0,NA,6.382,73.58,348.78,0.0025,0.321,23.42,0.5,0.5,0,NA,NA,NA,NA,,
504,BEAL13,BEAL,Betula_alleghaniensis,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapM,NA,flat,NA,0,NA,NA,NA,NA,NA,none,34,NA,1118.7,10.2,3.71,0.699,0.244,2.56,0,NA,6.514,92.92,409.11,0.0035,0.363,32.9,0.61,0.39,0,NA,NA,NA,NA,,
505,BEAL14,BEAL,Betula_alleghaniensis,Canopy,Tree,02-08-2016,03-08-2016,Mont Bellevue,NA,NA,GapM,NA,flat,NA,0,NA,NA,NA,NA,NA,none,24,NA,558,5.66,2.06,0.305,0.108,1.81,0,NA,3.978,117.33,452.56,0.0039,0.363,23.25,0.54,0.46,0,NA,NA,NA,NA,,
469,BEAL2,BEAL,Betula_alleghaniensis,Canopy,Tree,27-07-2016,28-07-2016,Mont Bellevue,271153,5028991,GapF,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,10,NA,310.7,3.19,1.01,0.219,0.067,0.669,0,NA,1.7462,79.92,506,0.0035,0.316,31.07,0.62,0.38,0,NA,NA,NA,NA,,
470,BEAL3,BEAL,Betula_alleghaniensis,Canopy,Tree,27-07-2016,28-07-2016,Mont Bellevue,271153,5028991,GapF,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,35,NA,753.5,4.99,2.12,0.119,0.04,1.42,0,NA,3.5801,66,211,0.0029,0.423,21.53,0.6,0.4,0,NA,NA,NA,NA,,
465,BEAL4,BEAL,Betula_alleghaniensis,Canopy,Tree,27-07-2016,28-07-2016,Mont Bellevue,271153,5028991,GapF,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,16,NA,562.3,5.74,1.92,0.364,0.106,0.427,0,NA,2.453,83.42,482.78,0.0036,0.332,35.14,0.83,0.17,0,NA,NA,NA,NA,,
482,BEAL5,BEAL,Betula_alleghaniensis,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271624,5029273,GapF,NA,tophill,NA,4,NA,NA,NA,NA,NA,none,27,NA,852.1,12,4.76,0.622,0.23,2.61,0,NA,7.6,102.5,507.78,0.0059,0.395,31.56,0.66,0.34,0,NA,NA,NA,NA,,
608,BEAL6,BEAL,Betula_alleghaniensis,Canopy,Tree,25-08-2016,26-08-2016,Mont Bellevue,271275,5029355,ClosedM,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,25,NA,540,5.43,1.6,0.261,0.071,1.79,0,NA,3.4611,104.42,385,0.0031,0.294,21.6,0.48,0.52,0,NA,NA,NA,NA,,
609,BEAL7,BEAL,Betula_alleghaniensis,Canopy,Tree,25-08-2016,26-08-2016,Mont Bellevue,271275,5029355,ClosedM,NA,midhill,NA,0,NA,NA,NA,NA,NA,none,26,NA,997.9,8.64,2.45,0.572,0.143,3.11,0,NA,5.703,87.17,478.56,0.0026,0.281,38.38,0.45,0.55,0,NA,NA,NA,NA,,
640,BEAL8,BEAL,Betula_alleghaniensis,Canopy,Tree,06-09-2016,07-09-2016,Johnville,284542,5025048,OF,NA,flat,NA,5,NA,NA,NA,NA,NA,none,43,NA,1971.2,18.3,8.45,1.49,0.52,5.67,0,NA,14.64,104.5,508.67,0.0046,0.453,45.84,0.61,0.39,0,NA,NA,NA,NA,,
641,BEAL9,BEAL,Betula_alleghaniensis,Canopy,Tree,06-09-2016,07-09-2016,Johnville,284542,5025048,OF,NA,flat,NA,6,NA,NA,NA,NA,NA,none,32,NA,1995.6,20.6,6.2,1.47,0.409,4.04,0,NA,10.649,111.08,616.56,0.0033,0.299,62.36,0.62,0.38,0,NA,NA,NA,NA,,
458,BEPA1,BEPA,Betula_papyrifera,Canopy,Tree,26-07-2016,27-07-2016,Mont Bellevue,284608,5024925,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,22,NA,618.5,11.7,5.08,0.817,0.31,2.22,0,NA,7.61,189.58,488.11,0.0087,0.431,28.11,0.71,0.29,0,NA,NA,NA,NA,,
461,BEPA2,BEPA,Betula_papyrifera,Canopy,Tree,26-07-2016,27-07-2016,Mont Bellevue,284608,5024925,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,22,NA,490.7,9.58,4.39,0.549,0.229,1.45,0,NA,6.069,184.25,453.22,0.0094,0.456,22.3,0.76,0.24,0,NA,NA,NA,NA,,
522,BEPA4,BEPA,Betula_papyrifera,Canopy,Tree,08-08-2016,09-08-2016,Johnville,284666,5024915,GapF,NA,tophill,NA,0,NA,NA,NA,NA,NA,none,61,NA,1983.8,38.1,17.8,2.28,0.952,12.7,0,NA,31.452,204.92,505,0.0095,0.464,32.52,0.6,0.4,0,NA,NA,NA,NA,,
523,BEPA5,BEPA,Betula_papyrifera,Canopy,Tree,08-08-2016,09-08-2016,Johnville,284666,5024915,GapF,NA,tophill,NA,0,NA,NA,NA,NA,NA,none,35,NA,1004.5,18.7,8.69,1.05,0.419,6.03,0,NA,15.139,192.5,525.67,0.0091,0.461,28.7,0.6,0.4,0,NA,NA,NA,NA,,
524,BEPA6,BEPA,Betula_papyrifera,Canopy,Tree,08-08-2016,09-08-2016,Johnville,284666,5024915,GapF,NA,tophill,NA,4,NA,NA,NA,NA,NA,none,54,NA,1440,28.8,13.8,1.62,0.706,9.02,0,NA,23.526,196.92,517,0.0101,0.477,26.67,0.62,0.38,0,NA,NA,NA,NA,,
528,BEPA7,BEPA,Betula_papyrifera,Canopy,Tree,08-08-2016,09-08-2016,Johnville,284666,5024915,GapF,NA,tophill,NA,0,NA,NA,NA,NA,NA,none,41,NA,NA,13.5,5.87,0.842,0.351,5.1,0,NA,11.321,173.25,404,NA,0.434,NA,0.55,0.45,0,NA,NA,NA,NA,,
488,BEPO1,BEPO,Betula_populifolia,Canopy,Tree,01-08-2016,02-08-2016,Mont Bellevue,271898,5029039,GapF,NA,flat,NA,0,NA,NA,NA,NA,NA,none,51,NA,605.5,8.21,3.67,5.15,2.79,2.79,0,NA,9.25,114.92,260.89,0.0107,0.484,11.87,0.7,0.3,0,NA,NA,NA,NA,,
508,BEPO6,BEPO,Betula_populifolia,Canopy,Tree,03-08-2016,04-08-2016,Mont Bellevue,271267,5029264,GapF,NA,bottomhill,NA,4,NA,NA,NA,NA,NA,none,81,NA,824.6,10.1,4.66,0.978,0.459,4.51,2.47,NA,12.099,140.5,245,0.0062,0.462,10.18,0.42,0.37,0.2,NA,NA,NA,NA,,
513,BEPO7,BEPO,Betula_populifolia,Canopy,Tree,03-08-2016,04-08-2016,Mont Bellevue,271267,5029264,GapF,NA,bottomhill,NA,0,NA,NA,NA,NA,NA,none,54,NA,555.4,6.8,2.89,0.515,0.234,2.31,0.123,NA,5.557,131.42,249,0.0056,0.427,10.29,0.56,0.42,0.02,NA,NA,NA,NA,,
484,BEPO8,BEPO,Betula_populifolia,Canopy,Tree,28-07-2016,29-07-2016,Mont Bellevue,271895,5029085,GapF,NA,flat,NA,4,NA,NA,NA,NA,NA,none,33,NA,363.2,4.9,2.04,0.514,0.213,0.991,0.137,NA,3.381,116,260.22,0.0062,0.416,11,0.67,0.29,0.04,NA,NA,NA,NA,,
234,CAIN1,CAIN,Carex_intumescens,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335247,5034879,ClosedF,no,flat,25,4,43,32,0/1,0,1,rhizome,6,NA,47,0.425,0.129,0,0,0.0913,0.0283,0,0.2486,96.75,133.22,0.0027,0.304,7.83,0.52,0.37,0.11,0,0.3197,4.342317,0.75,,
257,CAIN10,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335269,5034301,GapF,yes,midhill,4,4,50,49,2,2,2,rhizome,9,NA,75.7,0.721,0.234,0,0,0.185,0.035,0,0.454,121.75,175.89,0.0031,0.325,8.41,0.52,0.41,0.08,0,NA,NA,0.75,,
235,CAIN2,CAIN,Carex_intumescens,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335191,5034899,ClosedF,no,midhill,25,4,22,24,0,0,0,rhizome,5,NA,51.3,0.429,0.12,0,0,0.054,0.0123,0,0.1863,96.42,129.67,0.0023,0.28,10.25,0.64,0.29,0.07,0,0.2854,11.764426,0.75,,
236,CAIN3,CAIN,Carex_intumescens,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335191,5034899,ClosedF,yes,midhill,25,4,43,36,0/1,0,1,rhizome,7,NA,85.9,0.972,0.301,0,0,0.231,0.0428,0,0.5748,107.33,171,0.0035,0.31,12.27,0.52,0.4,0.07,0,0.4004,4.205558,0.75,,
237,CAIN4,CAIN,Carex_intumescens,Understory,Forb,16-06-2016,17-06-2016,Mont Mégantic - Chalet,335207,5034881,ClosedF,no,midhill,25,4,43,34,0,0,0,rhizome,7,NA,77,0.628,0.21,0,0,0.0956,0.0164,0,0.322,85,139.56,0.0027,0.334,11.01,0.65,0.3,0.05,0,0.2647,10.049383,0.75,,
256,CAIN5,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335330,5034798,GapF,yes,midhill,25,4,45,34,0,0,0,rhizome,8,NA,49.7,0.441,0.137,0,0,0.108,0.036,0,0.281,111.67,165.89,0.0028,0.311,6.21,0.49,0.38,0.13,0,0.2136,14.935432,0.75,,
243,CAIN6,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335295,5034754,ClosedF,yes,flat,7,4,29,30,2,2,2,rhizome,7,NA,44,0.398,0.114,0,0,0.072,0.017,0.06,0.263,85.92,119.78,0.0026,0.286,6.28,0.43,0.27,0.06,0.23,0.1651,44.010446,0.75,,
254,CAIN7,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335290,5034581,ClosedF,no,flat,5,4,46,40,1,1,1,rhizome,7,NA,56.9,0.514,0.163,0,0,0.111,0.043,0.016,0.333,83.75,126,0.0029,0.317,8.13,0.49,0.33,0.13,0.05,0.211,17.235556,0.75,,
255,CAIN8,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335287,5034475,GapF,yes,flat,3,4,43.5,39.5,3,3,3,rhizome,7,NA,45.3,0.521,0.118,0,0,0.125,0.041,0,0.284,96.42,157.11,0.0026,0.226,6.47,0.42,0.44,0.14,0,0.3935,3.5657,0.75,,
253,CAIN9,CAIN,Carex_intumescens,Understory,Forb,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335287,5034475,ClosedF,yes,flat,5,4,27,20,3,3,3,rhizome,8,NA,47.6,0.385,0.134,0,0,0.048,0.011,0,0.193,105.75,146.44,0.0028,0.348,5.95,0.69,0.25,0.06,0,0.2435,8.293215,0.75,,
333,CASC1,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333674,5032367,ClosedM,no,flat,1,4,29.5,32,3,3,3,rhizome,8,NA,46.3,0.524,0.081,0,0,0.057,0.057,0,0.195,82.08,135.22,0.0018,0.155,5.78,0.42,0.29,0.29,0,0.3314,14.046086,0.8,,
340,CASC10,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333657,5032512,GapF,yes,flat,4,4,35,39.5,4,4,4,rhizome,5,NA,40.9,0.402,0.081,0,0,0.104,0.11,0,0.295,77.25,132.22,0.002,0.201,8.18,0.27,0.35,0.37,0,0.3933,8.240484,0.8,,
336,CASC2,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333674,5032367,GapF,no,flat,25,4,33,25.5,0,0,0,rhizome,7,NA,92.4,1.04,0.179,0,0,0.073,0.051,0,0.303,101.83,182.11,0.0019,0.172,13.21,0.59,0.24,0.17,0,0.2647,22.176084,0.8,,
342,CASC3,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333672,5032468,GapM,no,flat,15,4,44,46,0,0,0,rhizome,4,NA,58.5,0.651,0.12,0,0,0.161,0.163,0,0.444,78.58,162.33,0.0021,0.184,14.63,0.27,0.36,0.37,0,0.2609,16.656602,0.8,,
337,CASC4,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333672,5032468,GapM,yes,flat,18,4,28,30.5,0,0,0,rhizome,5,NA,38.7,0.417,0.074,0,0,0.054,0.089,0,0.217,89.33,152.33,0.0019,0.177,7.74,0.34,0.25,0.41,0,0.2769,12.049259,0.8,,
339,CASC5,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333672,5032468,GapM,no,flat,25,4,37,41,0,0,0,rhizome,5,NA,86.9,1.12,0.22,0,0,0.121,0.14,0,0.481,84,161.67,0.0025,0.196,17.38,0.46,0.25,0.29,0,0.2332,16.975344,0.8,,
338,CASC6,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333661,5032497,GapM,yes,flat,3,4,34,40,4,4,4,rhizome,6,NA,69.9,0.858,0.179,0,0,0.181,0.128,0,0.488,88.17,139.78,0.0026,0.209,11.65,0.37,0.37,0.26,0,0.3106,18.027975,0.8,,
334,CASC7,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333661,5032497,GapM,no,flat,2,4,42,48,3,3,3,rhizome,7,NA,84.8,1.06,0.232,0,0,0.267,0.198,0,0.697,109.92,169.89,0.0027,0.219,12.11,0.33,0.38,0.28,0,0.2217,68.668776,0.8,,
341,CASC8,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333661,5032497,GapM,yes,flat,3,4,59,62.5,3,3,3,rhizome,7,NA,107.7,1.29,0.336,0,0,0.35,0.119,0,0.805,88.83,180.56,0.0031,0.26,15.39,0.42,0.43,0.15,0,0.1824,86.468,0.8,,
335,CASC9,CASC,Carex_scabrata,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333661,5032497,GapM,no,flat,3,4,54,58,3,3,3,rhizome,7,NA,129,1.65,0.401,0,0,0.497,0.3,0,1.198,165.5,157.33,0.0031,0.243,18.42,0.33,0.41,0.25,0,0.2128,45.548063,0.8,,
343,CIAL1b,CIAL,Circaea_alpina,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333677,5032463,ClosedF,yes,midhill,8,3,11.5,13.5,0,0,0,rhizome,8,NA,55.1,0.62,0.056,0,0,0.021,0.0031,0.0078,0.0879,84.17,173.33,0.001,0.09,6.89,0.64,0.24,0.04,0.09,0.3721,17.665429,0.95,1.1 leaf scans lost,
332,CIAL2b,CIAL,Circaea_alpina,Understory,Forb,29-06-2016,30-06-2016,Mont Mégantic - Accueil,333677,5032463,ClosedF,yes,midhill,7,2,12,12.5,0,0,0,rhizome,8,NA,36.3,0.404,0.03,0,0,0.01,0.001,0.006,0.047,83.67,196,0.0008,0.074,4.53,0.64,0.21,0.02,0.13,0.2627,32.715,0.95,2.1 leaf scans lost,
366,CIAL3,CIAL,Circaea_alpina,Understory,Forb,04-07-2016,05-07-2016,Johnville,284320,5024114,ClosedF,no,flat,1,2,7.5,8,3,3,3,rhizome,8,NA,23.1,0.242,0.02,0,0,0.005,0,0.0025,0.0279,78.17,186.78,0.0009,0.084,2.89,0.73,0.18,0,0.09,0.2756,25.214103,0.95,,
368,CIAL4,CIAL,Circaea_alpina,Understory,Forb,04-07-2016,05-07-2016,Johnville,284320,5024114,ClosedF,no,flat,2,3,7,7.5,2,2,2,rhizome,8,NA,24.1,0.248,0.028,0,0,0.0109,0,0.0043,0.0434,77.4,169.86,0.0012,0.114,3.02,0.65,0.25,0,0.1,0.3037,32.248649,0.95,,
371,CIAL5,CIAL,Circaea_alpina,Understory,Forb,04-07-2016,05-07-2016,Johnville,284280,5025089,ClosedM,no,flat,25,3,11,17,0,0,0,rhizome,13,NA,66.9,0.755,0.079,0,0,0.0173,0.0097,0.0113,0.1177,80.08,280.89,0.0012,0.105,5.15,0.67,0.15,0.08,0.1,0.3353,27.331463,0.95,,
372,CIAL6,CIAL,Circaea_alpina,Understory,Forb,04-07-2016,05-07-2016,Johnville,284280,5025089,ClosedM,no,flat,25,3,8.5,11,0,0,0,rhizome,6,NA,40.5,0.435,0.048,0,0,0.0145,0.0015,0.0055,0.0696,82.67,227.89,0.0012,0.111,6.74,0.69,0.21,0.02,0.08,0.416,15.636183,0.95,,
376,CIAL7,CIAL,Circaea_alpina,Understory,Forb,05-07-2016,06-07-2016,Mont Bellevue,284259,5025029,ClosedF,no,flat,25,3,12,18.5,0,0,0,rhizome,22,NA,89.8,0.903,0.102,0,0,0.0288,0.0086,0.008,0.1474,89.6,163.88,0.0011,0.113,4.08,0.69,0.2,0.06,0.05,0.336,17.258718,0.95,,
375,CIAL8,CIAL,Circaea_alpina,Understory,Forb,05-07-2016,06-07-2016,Mont Bellevue,284259,5025029,ClosedF,no,flat,25,3,11.5,18.5,0,0,0,rhizome,18,NA,64.1,0.668,0.082,0,0,0.0271,0.0098,0.0097,0.129,74.5,171.75,0.0013,0.123,3.56,0.64,0.21,0.08,0.08,0.3053,35.819388,0.95,,
74,CLBO1,CLBO,Clintonia_borealis,Understory,Forb,18-05-2016,19-05-2016,Johnville,284419,5025064,ClosedF,no,midhill,9,0,13,NA,0,0,0,rhizome,3,NA,101.4,2.79,0.266,0,0,NA,0,0,0.266,326.92,485,0.0026,0.095,33.81,1,NA,0,0,0.4132,8.743383,0.79,,
176,CLBO10,CLBO,Clintonia_borealis,Understory,Forb,06-06-2016,07-06-2016,Johnville,284554,5024986,ClosedF,yes,bottomhill,3,0,23,NA,4,4,4,rhizome,3,NA,311.9,12.2,1.04,0,0,NA,0,0,1.04,457.5,862.89,0.0033,0.085,103.97,1,NA,0,0,0.4093,8.667624,0.79,,
95,CLBO2,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,284606,5025082,ClosedF,no,flat,19,2,15,14,0/1,0,1,rhizome,3,NA,144.5,5.13,0.356,0,0,NA,0.043,0,0.399,422.58,684.33,0.0025,0.069,48.16,0.89,NA,0.11,0,0.2635,2.16858,0.79,,
94,CLBO3,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,284606,5025082,ClosedM,no,flat,7,2,14.5,NA,0,0,0,rhizome,4,NA,163.1,4.76,0.353,0,0,NA,0.0019,0,0.3549,362.25,539.78,0.0022,0.074,40.78,0.99,NA,0.01,0,0.4438,9.557972,0.79,Fleur immature non-apperçue lors de la collecte,
97,CLBO4,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,284606,5025082,ClosedR,no,flat,15,0,10,NA,0,0,0,rhizome,2,NA,43.6,1.42,0.093,0,0,NA,0,0,0.0932,327.25,405.17,0.0021,0.066,21.82,1,NA,0,0,0.4504,9.132086,0.79,,
98,CLBO5,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,284621,5025000,ClosedM,yes,flat,2,2,16,10,0,0,0,rhizome,4,NA,236.9,8.14,0.569,0,0,NA,0.0305,0,0.5995,377.08,638.89,0.0024,0.07,59.22,0.95,NA,0.05,0,0.4614,7.319215,0.79,,
96,CLBO6,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,284621,5025000,ClosedM,no,flat,5,2,12,NA,0,0,0,rhizome,3,NA,143.1,4.89,0.33,0,0,NA,0.0023,0,0.3323,391.08,647.89,0.0023,0.067,47.71,0.99,NA,0.01,0,0.4425,8.829062,0.79,,
91,CLBO7,CLBO,Clintonia_borealis,Understory,Forb,19-05-2016,20-05-2016,Johnville,285080,5024994,GapF,no,tophill,1,0,15,NA,4,4,4,rhizome,4,NA,148.2,4.13,0.318,0,0,NA,0.0387,0,0.3567,279.42,443.44,0.0021,0.077,37.06,0.89,NA,0.11,0,0.4225,8.589666,0.79,,
104,CLBO8,CLBO,Clintonia_borealis,Understory,Forb,24-05-2016,25-05-2016,Johnville,285172,5024629,ClosedF,no,tophill,9,0,11.5,NA,2,2,2,rhizome,2,NA,59.2,1.78,0.129,0,0,NA,0,0,0.129,360.25,467,0.0022,0.072,29.61,1,NA,0,0,0.4279,9.007522,0.79,,
164,CLBO9,CLBO,Clintonia_borealis,Understory,Forb,02-06-2016,03-06-2016,Johnville,284553,5025023,ClosedM,no,flat,5,2/3,18,19,0,0,0,rhizome,4,NA,333.8,10,0.649,0,0,NA,0.121,0,0.77,329.08,549.33,0.0019,0.065,83.45,0.84,NA,0.16,0,0.4978,9.040631,0.79,,
2,CLCA1,CLCA,Claytonia_caroliniana,Understory,Forb,02-05-2016,03-05-2016,Johnville,NA,NA,ClosedF,no,tophill,5,2,5,5.5,0,0,0,bulb,2,NA,2.7,0.08,0.008,0,0,0.0071,0.011,0.104,0.1299,305.25,NA,0.0029,0.098,1.34,0.06,0.05,0.08,0.8,0.2538,19.195,0.97,,
16,CLCA10,CLCA,Claytonia_caroliniana,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,1,2,5,7,0,0,0,bulb,2,NA,2.4,0.06,0.006,0,0,0.005,0.013,0.0475,0.0718,213.75,NA,0.0026,0.105,1.19,0.09,0.07,0.18,0.66,0.2449,27.779483,0.97,,
100,CLCA11,CLCA,Claytonia_caroliniana,Understory,Forb,24-05-2016,25-05-2016,Johnville,285139,5024724,ClosedF,no,tophill,4,2,5,5,0,0,0,bulb,2,NA,1.7,0.034,0.003,0,0,0.0017,0.0021,0.0665,0.0735,191.33,NA,0.0019,0.095,0.86,0.04,0.02,0.03,0.9,0.2625,21.35,0.97,,
10,CLCA2,CLCA,Claytonia_caroliniana,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,bottomhill,4,2,7,7.5,3/4,3,4,bulb,2,NA,3.2,0.07,0.007,0,0,0.0071,0.0154,0.0963,0.1262,247.75,NA,0.0023,0.106,1.61,0.06,0.06,0.12,0.76,0.2804,15.196452,0.97,,
6,CLCA3,CLCA,Claytonia_caroliniana,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedM,no,flat,3,2,4.5,7,1,1,1,bulb,2,NA,9.4,0.26,0.023,0,0,0.01,0.0156,0.168,0.2161,262.75,324.33,0.0024,0.087,4.68,0.1,0.05,0.07,0.78,0.2237,31.830933,0.97,,
8,CLCA4,CLCA,Claytonia_caroliniana,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,tophill,3,2,4.5,5,0,0,0,bulb,2,NA,2.1,0.04,0.005,0,0,0.0042,0.0062,0.05,0.0654,230.5,NA,0.0023,0.125,1.07,0.08,0.06,0.09,0.76,0.2273,28.66037,0.97,,
3,CLCA5,CLCA,Claytonia_caroliniana,Understory,Forb,03-05-2016,04-05-2016,Johnville,NA,NA,ClosedF,no,midhill,8,2,4.5,4.5,1,1,1,bulb,2,NA,2.7,0.09,0.005,0,0,0.0015,0.0031,0.078,0.0872,325,NA,0.0017,0.051,1.36,0.05,0.02,0.04,0.89,0.2165,29.979302,0.97,Feuille collée au sac (perte de poids sec?),
17,CLCA6,CLCA,Claytonia_caroliniana,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,3,2,4,5,3,3,3,bulb,2,NA,3.8,0.1,0.01,0,0,0.0047,0.0089,0.068,0.0912,301,NA,0.0025,0.096,1.91,0.11,0.05,0.1,0.75,0.263,30.716875,0.97,,
11,CLCA7,CLCA,Claytonia_caroliniana,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,2,2,5,5.5,3,3,3,bulb,2,NA,2.1,0.05,0.005,0,0,0.0032,0.0057,0.0483,0.0618,215.75,NA,0.0022,0.092,1.06,0.07,0.05,0.09,0.78,0.2986,24.585,0.97,2 plants sur bulbe (divide bulb weight by 2?) feuille un peu collée au sac (lost dry weight?),
13,CLCA8,CLCA,Claytonia_caroliniana,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,midhill,3,2,4.5,6,2,2,2,bulb,2,NA,2.7,0.06,0.007,0,0,0.0041,0.0076,0.0234,0.0419,288.75,NA,0.0025,0.113,1.36,0.16,0.1,0.18,0.56,0.2269,34.291967,0.97,,
19,CLCA9,CLCA,Claytonia_caroliniana,Understory,Forb,04-05-2016,05-05-2016,Johnville,NA,NA,ClosedF,no,flat,2,2,5,NA,2,2,2,bulb,2,NA,2.7,0.06,0.006,0,0,0.0047,0.0122,0.067,0.09,234.75,NA,0.0023,0.102,1.33,0.07,0.05,0.14,0.74,0.2569,24.426842,0.97,2 plants sur bulbe,
238,COAL1,COAL,Cornus_alternifolia,Understory,Shrub,20-06-2016,21-06-2016,Mont Mégantic - Chalet,335290,5034581,ClosedF,no,flat,6,0,36,NA,NA,NA,NA,NA,35,NA,NA,4.88,1.16,0,0,1.52,0,NA,2.68,71.17,266,NA,0.238,NA,0.43,0.57,0,NA,NA,NA,NA,2 flush,
269,COAL2,COAL,Cornus_alternifolia,Understory,Shrub,21-06-2016,22-06-2016,Mont Mégantic - Chalet,335208,5034932,ClosedF,yes,midhill,NA,0,137,NA,NA,NA,NA,NA,14,NA,315.9,3.58,0.696,0,0,0.96,0,NA,1.656,110.33,542.56,0.0022,0.194,22.56,0.42,0.58,0,NA,NA,NA,NA,,
317,COAL3,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335299,5034599,GapF,NA,flat,NA,0,119,NA,NA,NA,NA,NA,28,NA,461.3,4.28,1.05,0.294,0.039,0.946,0,NA,2.035,89.25,431.67,0.0024,0.238,16.48,0.54,0.46,0,NA,NA,NA,NA,,
313,COAL4,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335299,5034599,GapF,NA,flat,NA,0,39,NA,NA,NA,NA,NA,23,NA,404,4.28,1.24,0.209,0.05,0.682,0,NA,1.972,89,484.11,0.0032,0.287,17.57,0.65,0.35,0,NA,NA,NA,NA,,
